Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,Fence,MiscVal,SaleType,SaleCondition,SalePrice,InternalSF,PorchDeckSF,TotalBath,TotRmsAbvGrdWithBath,InternalQual,InternalCond,HouseAge,RemodAge,GarageAge,ExterQaulScore,ExterCondScore,HeatingQCScore,KitchenQualScore,GarageQualScore,GarageCondScore,Neighborhood_Price_Bucket
46,120,RL,61.0,7658,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,TwnhsE,1Story,9,5,2005,Other,CompShg,MetalSd,MetalSd,BrkFace,412.0,Ex,TA,PConc,Ex,TA,No,GLQ,456,Unf,1296,1752,GasA,Ex,Y,SBrkr,1752,0,0,1752,1,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,576,TA,TA,Y,0,Not Applicable,0,WD,Normal,319900,3504,278,3.0,8.0,31536,17520,5,5,5.0,2060.0,1236.0,8760,8760,1728.0,1728.0,Level_4
47,50,RL,48.0,12822,Pave,Not Applicable,IR1,Lvl,CulDSac,Gtl,Norm,1Fam,1.5Fin,7,5,2003,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1351,Unf,83,1434,GasA,Ex,Y,SBrkr,1518,631,0,2149,1,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,RFn,2,670,TA,TA,Y,0,Not Applicable,0,WD,Abnorml,239686,3583,409,2.5,7.5,25081,17915,6,6,6.0,0.0,0.0,10745,8596,2010.0,2010.0,Level_2
48,20,FV,84.0,11096,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,1632,1656,GasA,Ex,Y,SBrkr,1656,0,0,1656,0,2,0,3,1,Gd,7,Typ,0,Not Applicable,Attchd,RFn,3,826,TA,TA,Y,0,Not Applicable,0,WD,Normal,249700,3312,146,2.0,9.0,26496,16560,1,1,1.0,0.0,0.0,8280,6624,2478.0,2478.0,Level_4
49,190,RM,33.0,4456,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,2fmCon,2Story,4,5,1920,Gable,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,736,736,GasA,Gd,Y,SBrkr,736,716,0,1452,0,2,0,2,3,TA,8,Typ,0,Not Applicable,Not Applicable,Not Applicable,0,0,Other,Other,N,0,Not Applicable,0,New,Partial,113000,2188,102,2.0,10.0,8752,10940,89,1,29.0,0.0,0.0,5808,4356,,,Level_1
50,20,RL,66.0,7742,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,7,1966,Gable,CompShg,HdBoard,HdBoard,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763,Unf,192,955,GasA,Ex,Y,SBrkr,955,0,0,955,1,1,0,3,1,TA,6,Typ,0,Not Applicable,Attchd,Unf,1,386,TA,TA,Y,0,MnPrv,0,WD,Normal,127000,1910,0,2.0,7.0,9550,13370,41,41,41.0,0.0,0.0,4775,2865,1158.0,1158.0,Level_2
51,60,RL,69.0,13869,Pave,Not Applicable,IR2,Lvl,Corner,Gtl,Norm,1Fam,2Story,6,6,1997,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,612,794,GasA,Gd,Y,SBrkr,794,676,0,1470,0,2,0,3,1,TA,6,Typ,0,Not Applicable,Attchd,Fin,2,388,TA,TA,Y,0,Not Applicable,0,WD,Normal,177000,2264,75,2.5,8.0,13584,13584,10,10,10.0,0.0,0.0,5880,4410,1164.0,1164.0,Level_3
52,50,RM,52.0,6240,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1.5Fin,6,6,1934,Gable,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,816,816,GasA,TA,Y,SBrkr,816,0,360,1176,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,2,528,TA,TA,Y,0,MnPrv,400,WD,Normal,114500,1632,112,1.0,7.0,9792,9792,72,56,21.0,0.0,0.0,3528,3528,1584.0,1584.0,Level_1
53,90,RM,110.0,8472,Grvl,Not Applicable,IR2,Other,Corner,Other,Other,Duplex,1Story,5,5,1963,Gable,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,Other,0,816,GasA,TA,N,SBrkr,816,0,0,816,1,1,0,2,1,TA,5,Typ,0,Not Applicable,CarPort,Unf,2,516,TA,TA,Y,0,Not Applicable,0,WD,Normal,110000,1632,106,2.0,6.0,8160,8160,47,47,47.0,0.0,0.0,2448,2448,1548.0,1548.0,Level_1
54,20,RL,68.0,50271,Pave,Not Applicable,IR1,Other,Inside,Gtl,Norm,1Fam,1Story,9,5,1981,Gable,Other,WdShing,Wd Shng,Not Applicable,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,32,1842,GasA,Gd,Y,SBrkr,1842,0,0,1842,2,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,Fin,3,894,TA,TA,Y,0,Not Applicable,0,WD,Normal,385000,3684,929,2.5,5.5,33156,18420,25,19,25.0,0.0,0.0,7368,7368,2682.0,2682.0,Level_4
55,80,RL,60.0,7134,Pave,Not Applicable,Reg,Other,Inside,Other,Norm,1Fam,SLvl,5,5,1955,Gable,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,384,GasA,TA,Y,SBrkr,1360,0,0,1360,0,1,0,3,1,TA,6,Other,1,TA,Detchd,Unf,2,572,TA,TA,Y,0,MnPrv,0,WD,Normal,130000,1744,50,1.0,7.0,8720,8720,52,52,45.0,0.0,0.0,4080,4080,1716.0,1716.0,Level_2
56,20,RL,100.0,10175,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,6,5,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,935,1425,GasA,Gd,Y,SBrkr,1425,0,0,1425,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,RFn,2,576,TA,TA,Y,0,Not Applicable,0,WD,Normal,180500,2850,407,2.0,9.0,17100,14250,44,44,44.0,816.0,816.0,5700,4275,1728.0,1728.0,Level_2
57,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,Inside,Gtl,Norm,Twnhs,2Story,8,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,321,970,GasA,Ex,Y,SBrkr,983,756,0,1739,1,2,1,3,1,Gd,7,Typ,0,Not Applicable,Attchd,Fin,2,480,TA,TA,Y,0,Not Applicable,0,WD,Abnorml,172500,2709,115,3.5,9.5,21672,13545,10,9,10.0,1824.0,1368.0,8695,6956,1440.0,1440.0,Level_4
58,60,RL,89.0,11645,Pave,Not Applicable,IR1,Lvl,Corner,Gtl,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,860,860,GasA,Ex,Y,SBrkr,860,860,0,1720,0,2,1,3,1,Gd,7,Typ,0,Not Applicable,Attchd,RFn,2,565,TA,TA,Y,0,Not Applicable,0,WD,Normal,196500,2580,70,2.5,9.5,18060,12900,2,2,2.0,0.0,0.0,8600,6880,1695.0,1695.0,Level_3
59,60,RL,66.0,13682,Pave,Not Applicable,IR2,Other,CulDSac,Gtl,Norm,1Fam,2Story,10,5,2006,Other,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,1410,1410,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,3,641,TA,TA,Y,0,Not Applicable,0,New,Partial,438780,4355,229,3.5,13.5,43550,21775,0,0,0.0,5155.0,3093.0,14725,11780,1923.0,1923.0,Level_4
60,20,RL,60.0,7200,Pave,Not Applicable,Reg,Other,Inside,Gtl,Norm,1Fam,1Story,5,7,1972,Gable,CompShg,HdBoard,HdBoard,Not Applicable,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,148,780,GasA,Ex,Y,SBrkr,780,0,0,780,0,1,0,2,1,TA,4,Typ,0,Not Applicable,Detchd,Unf,1,352,TA,TA,Y,0,MnPrv,0,WD,Normal,124900,1560,196,1.0,5.0,7800,10920,36,36,35.0,0.0,0.0,3900,2340,1056.0,1056.0,Level_3
61,20,RL,63.0,13072,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,217,1158,GasA,Ex,Y,SBrkr,1158,0,0,1158,1,1,1,3,1,Gd,5,Typ,0,Not Applicable,Detchd,Unf,2,576,TA,TA,Y,0,Not Applicable,0,New,Partial,158000,2316,50,2.5,6.5,13896,11580,2,2,0.0,0.0,0.0,5790,4632,1728.0,1728.0,Level_3
62,75,RM,60.0,7200,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,2.5Unf,5,7,1920,Gable,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,TA,BrkTil,TA,Other,No,Unf,0,Unf,530,530,GasA,TA,N,SBrkr,581,530,0,1111,0,1,0,3,1,Fa,6,Typ,0,Not Applicable,Detchd,Unf,1,288,TA,TA,N,0,Not Applicable,0,WD,Normal,101000,1641,144,1.0,7.0,8205,11487,87,11,72.0,0.0,0.0,3333,2222,864.0,864.0,Level_1
63,120,RL,44.0,6442,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,TwnhsE,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Other,Mn,GLQ,24,Unf,1346,1370,GasA,Ex,Y,SBrkr,1370,0,0,1370,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,484,TA,TA,Y,0,Not Applicable,0,WD,Normal,202500,2740,169,2.0,8.0,21920,13700,1,1,1.0,712.0,534.0,6850,5480,1452.0,1452.0,Level_4
64,70,RM,50.0,10300,Pave,Not Applicable,IR1,Other,Inside,Gtl,Other,1Fam,2Story,7,6,1921,Gable,CompShg,Stucco,Stucco,Not Applicable,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,576,576,GasA,Gd,Y,SBrkr,902,808,0,1710,0,2,0,3,1,TA,9,Typ,0,Not Applicable,Detchd,Unf,2,480,TA,TA,Y,0,GdPrv,0,WD,Normal,140000,2286,87,2.0,11.0,16002,13716,89,60,20.0,0.0,0.0,6840,5130,1440.0,1440.0,Level_1
65,60,RL,69.0,9375,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,7,5,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,318,1057,GasA,Ex,Y,SBrkr,1057,977,0,2034,1,2,1,3,1,Gd,8,Typ,0,Not Applicable,Attchd,RFn,2,645,TA,TA,Y,0,GdPrv,0,WD,Normal,219500,3091,612,3.5,10.5,21637,15455,12,11,11.0,1719.0,1719.0,10170,8136,1935.0,1935.0,Level_3
66,60,RL,76.0,9591,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,8,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,1143,1143,GasA,Ex,Y,SBrkr,1143,1330,0,2473,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,RFn,3,852,TA,TA,Y,0,Not Applicable,0,WD,Normal,317000,3616,343,2.5,11.5,28928,18080,3,2,3.0,1376.0,1032.0,12365,9892,2556.0,2556.0,Level_4
67,20,RL,69.0,19900,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,7,5,1970,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,1035,1947,GasA,TA,Y,SBrkr,2207,0,0,2207,1,2,0,3,1,TA,7,Other,1,Gd,Attchd,RFn,2,576,TA,TA,Y,0,Not Applicable,0,WD,Normal,180000,4154,301,3.0,9.0,29078,20770,40,21,40.0,861.0,861.0,6621,6621,1728.0,1728.0,Level_2
68,20,RL,72.0,10665,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,440,1453,GasA,Ex,Y,SBrkr,1479,0,0,1479,1,2,0,3,1,Gd,7,Typ,0,Not Applicable,Attchd,RFn,2,558,TA,TA,Y,0,Not Applicable,0,WD,Normal,226000,2932,173,3.0,9.0,20524,14660,4,4,4.0,668.0,501.0,7395,5916,1674.0,1674.0,Level_3
69,30,RM,47.0,4608,Pave,Not Applicable,Reg,Lvl,Corner,Gtl,Other,1Fam,1Story,4,6,1945,Gable,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,747,747,GasA,TA,Y,SBrkr,747,0,0,747,0,1,0,2,1,TA,4,Typ,0,Not Applicable,Attchd,Unf,1,220,TA,TA,Y,0,Not Applicable,0,WD,Normal,80000,1494,0,1.0,5.0,5976,8964,65,60,65.0,0.0,0.0,2241,2241,660.0,660.0,Level_1
70,50,RL,81.0,15593,Pave,Not Applicable,Reg,Lvl,Corner,Gtl,Norm,1Fam,1.5Fin,7,4,1953,Gable,CompShg,BrkFace,AsbShng,Not Applicable,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,701,1304,Other,TA,Y,SBrkr,1304,983,0,2287,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,667,TA,TA,Y,0,Not Applicable,0,WD,Normal,225000,3591,135,2.0,9.0,25137,14364,53,53,53.0,0.0,0.0,6861,6861,2001.0,2001.0,Level_3
71,20,RL,95.0,13651,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,7,6,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,343,2223,GasA,Ex,Y,SBrkr,2223,0,0,2223,1,2,0,3,1,TA,8,Typ,2,Gd,Attchd,Fin,2,516,TA,TA,Y,0,Not Applicable,0,WD,Normal,244000,4446,300,3.0,10.0,31122,26676,34,34,34.0,3345.0,4460.0,11115,6669,1548.0,1548.0,Level_2
72,20,RL,69.0,7599,Pave,Not Applicable,Reg,Lvl,Corner,Gtl,Norm,1Fam,1Story,4,6,1982,Gable,CompShg,HdBoard,Plywood,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,280,845,GasA,TA,Y,SBrkr,845,0,0,845,1,1,0,2,1,TA,4,Typ,0,Not Applicable,Detchd,Unf,2,360,TA,TA,Y,0,Not Applicable,0,WD,Normal,129500,1690,0,2.0,5.0,6760,10140,25,1,20.0,0.0,0.0,2535,2535,1080.0,1080.0,Level_2
73,60,RL,74.0,10141,Pave,Not Applicable,IR1,Lvl,Corner,Gtl,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,832,832,GasA,Gd,Y,SBrkr,885,833,0,1718,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,427,TA,TA,Y,0,Not Applicable,0,WD,Normal,185000,2550,385,2.5,9.5,17850,12750,11,11,11.0,120.0,120.0,6872,5154,1281.0,1281.0,Level_3
74,20,RL,85.0,10200,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,Other,404,1086,GasA,Gd,Y,SBrkr,1086,0,0,1086,1,1,0,3,1,TA,6,Typ,0,Not Applicable,Attchd,Unf,2,490,TA,TA,Y,0,GdWo,0,WD,Normal,144900,2172,0,2.0,7.0,10860,15204,56,7,21.0,312.0,312.0,4344,3258,1470.0,1470.0,Level_2
75,50,RM,60.0,5790,Pave,Not Applicable,Reg,Lvl,Corner,Gtl,Norm,1Fam,2Story,3,6,1915,Other,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,840,840,GasA,Gd,N,SBrkr,840,765,0,1605,0,2,0,3,2,TA,8,Typ,0,Not Applicable,Detchd,Unf,1,379,TA,TA,Y,0,Not Applicable,0,WD,Normal,107400,2445,202,2.0,10.0,7335,14670,95,60,95.0,0.0,0.0,6420,4815,1137.0,1137.0,Level_1
76,180,RM,21.0,1596,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,Twnhs,SLvl,4,5,1973,Gable,CompShg,CemntBd,CmentBd,Not Applicable,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,462,GasA,TA,Y,SBrkr,526,462,0,988,1,1,0,2,1,TA,5,Typ,0,Not Applicable,BuiltIn,Unf,1,297,TA,TA,Y,0,GdWo,0,WD,Normal,91000,1450,221,2.0,6.0,5800,7250,36,36,36.0,0.0,0.0,2964,2964,891.0,891.0,Level_1
77,20,RL,69.0,8475,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,4,7,1956,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,724,952,GasA,Ex,Y,FuseA,952,0,0,952,0,1,0,2,1,TA,4,Typ,0,Not Applicable,Detchd,Unf,1,283,TA,TA,Y,0,Not Applicable,0,WD,Normal,135750,1904,0,1.0,5.0,7616,13328,52,52,52.0,0.0,0.0,4760,2856,849.0,849.0,Level_2
78,50,RM,50.0,8635,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1.5Fin,5,5,1948,Gable,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,Other,295,672,GasA,TA,Y,SBrkr,1072,213,0,1285,1,1,0,2,1,TA,6,Other,0,Not Applicable,Detchd,Unf,1,240,TA,TA,Y,0,MnPrv,0,WD,Normal,127000,1957,0,2.0,7.0,9785,9785,60,7,60.0,0.0,0.0,3855,3855,720.0,720.0,Level_1
79,90,RL,72.0,10778,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,Duplex,1Story,4,5,1968,Other,CompShg,HdBoard,HdBoard,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1768,1768,GasA,TA,N,SBrkr,1768,0,0,1768,0,2,0,4,2,TA,8,Typ,0,Not Applicable,Not Applicable,Not Applicable,0,0,Other,Other,Y,0,Not Applicable,0,WD,Normal,136500,3536,0,2.0,10.0,14144,17680,42,42,30.0,0.0,0.0,5304,5304,,,Level_2
80,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,Corner,Gtl,Norm,1Fam,2Story,5,6,1910,Gable,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,440,440,GasA,Gd,Y,SBrkr,682,548,0,1230,0,1,1,2,1,TA,5,Typ,0,Not Applicable,Detchd,Unf,2,440,TA,TA,Y,0,MnPrv,0,WD,Normal,110000,1670,202,1.5,6.5,8350,10020,99,28,43.0,0.0,0.0,4920,3690,1320.0,1320.0,Level_1
81,60,RL,100.0,13000,Pave,Not Applicable,Reg,Lvl,Corner,Gtl,Norm,1Fam,2Story,6,6,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,448,896,GasA,TA,Y,SBrkr,1182,960,0,2142,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,Fin,1,509,TA,TA,Y,0,Not Applicable,0,WD,Normal,193500,3038,324,2.5,10.5,18228,18228,41,41,41.0,1728.0,2304.0,6426,8568,1527.0,1527.0,Level_2
82,120,RM,32.0,4500,Pave,Not Applicable,Reg,Lvl,FR2,Gtl,Norm,TwnhsE,1Story,6,5,1998,Other,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Other,No,GLQ,1201,Unf,36,1237,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,2,0,2,1,TA,5,Typ,0,Not Applicable,Attchd,Fin,2,405,TA,TA,Y,0,Not Applicable,0,WD,Normal,153500,2574,199,3.0,7.0,15444,12870,8,8,8.0,1329.0,1772.0,6685,4011,1215.0,1215.0,Level_2
83,20,RL,78.0,10206,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,1530,1563,GasA,Ex,Y,SBrkr,1563,0,0,1563,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,758,TA,TA,Y,0,Not Applicable,0,WD,Normal,245000,3126,243,2.0,8.0,25008,15630,1,1,1.0,1404.0,1404.0,7815,6252,2274.0,2274.0,Level_4
84,20,RL,80.0,8892,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,5,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1065,1065,GasA,Gd,Y,SBrkr,1065,0,0,1065,0,1,1,3,1,TA,6,Typ,0,Not Applicable,Detchd,Unf,2,461,TA,TA,Y,0,Not Applicable,0,COD,Normal,126500,2130,74,1.5,7.5,10650,10650,47,47,33.0,198.0,198.0,4260,3195,1383.0,1383.0,Level_2
85,80,RL,69.0,8530,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,SLvl,7,5,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,384,384,GasA,Gd,Y,SBrkr,804,670,0,1474,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,400,TA,TA,Y,0,Not Applicable,700,WD,Normal,168500,1858,192,2.5,9.5,13006,9290,14,13,14.0,66.0,66.0,5896,4422,1200.0,1200.0,Level_3
86,60,RL,121.0,16059,Pave,Not Applicable,Reg,Lvl,Corner,Gtl,Norm,1Fam,2Story,8,5,1991,Other,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,0,2417,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,Unf,2,462,TA,TA,Y,0,Not Applicable,0,WD,Normal,260000,3705,209,2.5,11.5,29640,18525,15,14,15.0,1136.0,852.0,12085,9668,1386.0,1386.0,Level_4
87,60,RL,122.0,11911,Pave,Not Applicable,IR2,Lvl,Inside,Gtl,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,684,684,GasA,Ex,Y,SBrkr,684,876,0,1560,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,Fin,2,400,TA,TA,Y,0,Not Applicable,0,WD,Normal,174000,2244,138,2.5,8.5,13464,11220,4,4,4.0,0.0,0.0,7800,6240,1200.0,1200.0,Level_3
88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,Corner,Gtl,Norm,TwnhsE,2Story,6,5,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,612,612,GasA,Ex,Y,SBrkr,612,612,0,1224,0,2,1,2,1,Gd,4,Typ,0,Not Applicable,Detchd,RFn,2,528,TA,TA,Y,0,Not Applicable,0,New,Partial,164500,1836,234,2.5,6.5,11016,9180,0,0,0.0,304.0,228.0,6120,4896,1584.0,1584.0,Level_4
89,50,C (all),105.0,8470,Pave,Not Applicable,IR1,Lvl,Corner,Gtl,Other,1Fam,1.5Fin,3,2,1915,Other,CompShg,Plywood,Plywood,Not Applicable,0.0,Fa,Fa,CBlock,TA,Other,No,Unf,0,Unf,1013,1013,GasA,TA,N,SBrkr,1013,0,513,1526,0,1,0,2,1,Fa,6,Typ,0,Not Applicable,Not Applicable,Not Applicable,0,0,Other,Other,N,0,MnPrv,0,ConLD,Abnorml,85000,2026,156,1.0,7.0,6078,4052,94,27,29.0,0.0,0.0,4578,3052,,,Level_1
90,20,RL,60.0,8070,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,4,5,1994,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,402,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,1,0,3,1,TA,5,Typ,0,Not Applicable,Not Applicable,Not Applicable,0,0,Other,Other,Y,0,Not Applicable,0,WD,Normal,123600,1980,0,2.0,6.0,7920,9900,13,12,27.0,0.0,0.0,4950,2970,,,Level_3
91,20,RL,60.0,7200,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,4,5,1950,Gable,CompShg,BrkFace,Wd Sdng,Not Applicable,0.0,TA,TA,Slab,Not Applicable,Other,Not Applicable,Not Applicable,0,Other,0,0,GasA,TA,Y,FuseA,1040,0,0,1040,0,1,0,2,1,TA,4,Typ,0,Not Applicable,Detchd,Unf,2,420,TA,TA,Y,0,Not Applicable,0,WD,Normal,109900,1040,29,1.0,5.0,4160,5200,56,56,56.0,0.0,0.0,3120,3120,1260.0,1260.0,Level_2
92,20,RL,85.0,8500,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,3,1961,Other,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,635,1235,GasA,TA,Y,SBrkr,1235,0,0,1235,0,1,0,2,1,TA,6,Typ,0,Not Applicable,Attchd,Unf,2,480,TA,TA,Y,0,GdWo,0,WD,Abnorml,98600,2470,0,1.0,7.0,12350,7410,45,45,45.0,609.0,609.0,3705,3705,1440.0,1440.0,Level_2
